index,max_depth,learn_rate,accuracy
0,19.0,1.9599328859060403,49.0
1,60.0,1.6794630872483225,24.0
2,33.0,1.692818791946309,20.0
3,6.0,0.6777852348993288,94.0
4,41.0,0.3438926174496644,65.0
5,6.0,1.3455704697986577,61.0
6,46.0,0.8380536912751678,24.0
7,24.0,0.7445637583892618,43.0
8,54.0,0.9983221476510068,74.0
9,2.0,1.652751677852349,53.0
10,35.0,1.973288590604027,20.0
11,59.0,1.6393959731543626,21.0
12,56.0,1.051744966442953,12.0
13,34.0,0.4774496644295302,25.0
14,29.0,0.2370469798657718,29.0
15,64.0,0.6377181208053692,50.0
16,13.0,1.9599328859060403,47.0
17,60.0,0.2504026845637584,64.0
18,59.0,0.9048322147651008,23.0
19,24.0,1.746241610738255,34.0
20,33.0,1.6794630872483225,12.0
21,50.0,1.893154362416108,13.0
22,8.0,1.5191946308724833,58.0
23,14.0,0.9048322147651008,79.0
24,19.0,0.8113422818791947,80.0
25,26.0,1.813020134228188,34.0
26,28.0,0.9315436241610738,52.0
27,44.0,1.398993288590604,19.0
28,57.0,1.1986577181208051,18.0
29,35.0,0.2904697986577181,55.0
30,63.0,1.3188590604026846,30.0
31,60.0,1.5859731543624165,17.0
32,26.0,0.263758389261745,68.0
33,50.0,1.372281879194631,41.0
34,34.0,1.1585906040268457,29.0
35,7.0,0.51751677852349,84.0
36,17.0,1.5459060402684563,49.0
37,6.0,0.6644295302013423,90.0
38,2.0,1.786308724832215,67.0
39,43.0,1.1719463087248323,21.0
40,28.0,1.2253691275167786,21.0
41,61.0,1.5191946308724833,16.0
42,49.0,0.7178523489932886,69.0
43,49.0,0.5842953020134228,25.0
44,23.0,1.2387248322147653,21.0
45,8.0,0.5976510067114095,78.0
46,64.0,1.626040268456376,16.0
47,58.0,0.2904697986577181,76.0
48,15.0,1.7328859060402686,65.0
49,35.0,0.4640939597315436,30.0
50,39.0,2.0,43.0
51,12.0,2.0,46.0
52,26.0,1.5058389261744969,34.0
53,8.0,0.8514093959731545,67.0
54,37.0,1.0918120805369127,23.0
55,53.0,1.1719463087248323,19.0
56,10.0,0.01,79.0
57,46.0,1.305503355704698,21.0
58,62.0,0.2236912751677852,68.0
59,29.0,1.0383892617449666,32.0
60,13.0,0.1302013422818792,98.0
61,13.0,0.8781208053691275,62.0
62,10.0,1.9198657718120808,63.0
63,31.0,0.263758389261745,30.0
64,18.0,0.5842953020134228,83.0
65,16.0,0.4774496644295302,80.0
66,19.0,1.4123489932885906,45.0
67,27.0,0.8380536912751678,54.0
68,1.0,0.1168456375838926,69.0
69,6.0,0.2236912751677852,77.0
70,6.0,0.3038255033557047,88.0
71,21.0,0.6510738255033557,21.0
72,21.0,0.3305369127516778,51.0
73,22.0,0.3706040268456376,45.0
74,12.0,1.1585906040268457,71.0
75,54.0,0.01,49.0
76,35.0,0.8380536912751678,63.0
77,1.0,1.6794630872483225,41.0
78,3.0,1.5726174496644296,43.0
79,47.0,0.1435570469798658,66.0
80,58.0,1.011677852348993,13.0
81,49.0,1.652751677852349,20.0
82,35.0,0.5041610738255033,73.0
83,44.0,1.2921476510067114,31.0
84,55.0,1.145234899328859,24.0
85,38.0,0.0634228187919463,41.0
86,48.0,0.1168456375838926,56.0
87,59.0,0.9716107382550336,51.0
88,57.0,1.118523489932886,13.0
89,55.0,0.5709395973154363,27.0
90,48.0,1.746241610738255,19.0
91,60.0,1.3455704697986577,20.0
92,6.0,1.3856375838926176,45.0
93,12.0,1.5058389261744969,63.0
94,31.0,1.8397315436241608,18.0
95,43.0,1.4791275167785236,11.0
96,18.0,0.8380536912751678,82.0
97,58.0,1.4257046979865773,18.0
98,29.0,1.3589261744966443,12.0
99,51.0,1.786308724832215,15.0
100,14.0,1.6393959731543626,42.0
101,3.0,1.0651006711409396,47.0
102,25.0,1.5726174496644296,17.0
103,43.0,0.1168456375838926,40.0
104,34.0,0.4240268456375839,63.0
105,41.0,0.1168456375838926,29.0
106,47.0,0.8246979865771813,48.0
107,35.0,1.3856375838926176,42.0
108,51.0,0.2370469798657718,25.0
109,3.0,1.612684563758389,48.0
110,56.0,0.5308724832214765,22.0
111,40.0,0.771275167785235,23.0
112,18.0,0.6911409395973155,79.0
113,36.0,1.6393959731543626,16.0
114,39.0,0.9181879194630872,21.0
115,22.0,1.051744966442953,22.0
116,44.0,0.6510738255033557,36.0
117,59.0,0.771275167785235,67.0
118,62.0,0.1435570469798658,37.0
119,6.0,1.746241610738255,48.0
120,52.0,0.3305369127516778,27.0
121,26.0,1.5058389261744969,21.0
122,22.0,1.278791946308725,14.0
123,37.0,1.305503355704698,36.0
124,17.0,1.2253691275167786,47.0
125,52.0,0.6243624161073826,34.0
126,51.0,0.9716107382550336,50.0
127,62.0,0.3973154362416107,30.0
128,64.0,1.9332214765100677,19.0
129,4.0,1.8664429530201343,41.0
130,12.0,0.4507382550335571,84.0
131,57.0,1.3322147651006713,37.0
132,57.0,1.6661073825503356,16.0
133,11.0,0.3839597315436241,81.0
134,19.0,1.746241610738255,55.0
135,24.0,1.719530201342282,11.0
136,39.0,0.4106711409395973,55.0
137,3.0,0.611006711409396,97.0
