0.01, 10
0.01, 11
0.01, 12
0.01, 13
0.01, 14
0.01, 15
0.01, 16
0.01, 17
0.01, 18
0.01, 19
0.01, 20
0.01, 21
0.01, 22
0.01, 23
0.01, 24
0.01, 25
0.01, 26
0.01, 27
0.01, 28
0.01, 29
0.03, 10
0.03, 11
0.03, 12
0.03, 13
0.03, 14
0.03, 15
0.03, 16
0.03, 17
0.03, 18
0.03, 19
0.03, 20
0.03, 21
0.03, 22
0.03, 23
0.03, 24
0.03, 25
0.03, 26
0.03, 27
0.03, 28
0.03, 29
0.04, 10
0.04, 11
0.04, 12
0.04, 13
0.04, 14
0.04, 15
0.04, 16
0.04, 17
0.04, 18
0.04, 19
0.04, 20
0.04, 21
0.04, 22
0.04, 23
0.04, 24
0.04, 25
0.04, 26
0.04, 27
0.04, 28
0.04, 29
0.06, 10
0.06, 11
0.06, 12
0.06, 13
0.06, 14
0.06, 15
0.06, 16
0.06, 17
0.06, 18
0.06, 19
0.06, 20
0.06, 21
0.06, 22
0.06, 23
0.06, 24
0.06, 25
0.06, 26
0.06, 27
0.06, 28
0.06, 29
0.07, 10
0.07, 11
0.07, 12
0.07, 13
0.07, 14
0.07, 15
0.07, 16
0.07, 17
0.07, 18
0.07, 19
0.07, 20
0.07, 21
0.07, 22
0.07, 23
0.07, 24
0.07, 25
0.07, 26
0.07, 27
0.07, 28
0.07, 29
0.09, 10
0.09, 11
0.09, 12
0.09, 13
0.09, 14
0.09, 15
0.09, 16
0.09, 17
0.09, 18
0.09, 19
0.09, 20
0.09, 21
0.09, 22
0.09, 23
0.09, 24
0.09, 25
0.09, 26
0.09, 27
0.09, 28
0.09, 29
0.10, 10
0.10, 11
0.10, 12
0.10, 13
0.10, 14
0.10, 15
0.10, 16
0.10, 17
0.10, 18
0.10, 19
0.10, 20
0.10, 21
0.10, 22
0.10, 23
0.10, 24
0.10, 25
0.10, 26
0.10, 27
0.10, 28
0.10, 29
0.12, 10
0.12, 11
0.12, 12
0.12, 13
0.12, 14
0.12, 15
0.12, 16
0.12, 17
0.12, 18
0.12, 19
0.12, 20
0.12, 21
0.12, 22
0.12, 23
0.12, 24
0.12, 25
0.12, 26
0.12, 27
0.12, 28
0.12, 29
0.13, 10
0.13, 11
0.13, 12
0.13, 13
0.13, 14
0.13, 15
0.13, 16
0.13, 17
0.13, 18
0.13, 19
0.13, 20
0.13, 21
0.13, 22
0.13, 23
0.13, 24
0.13, 25
0.13, 26
0.13, 27
0.13, 28
0.13, 29
0.15, 10
0.15, 11
0.15, 12
0.15, 13
0.15, 14
0.15, 15
0.15, 16
0.15, 17
0.15, 18
0.15, 19
0.15, 20
0.15, 21
0.15, 22
0.15, 23
0.15, 24
0.15, 25
0.15, 26
0.15, 27
0.15, 28
0.15, 29
0.16, 10
0.16, 11
0.16, 12
0.16, 13
0.16, 14
0.16, 15
0.16, 16
0.16, 17
0.16, 18
0.16, 19
0.16, 20
0.16, 21
0.16, 22
0.16, 23
0.16, 24
0.16, 25
0.16, 26
0.16, 27
0.16, 28
0.16, 29
0.18, 10
0.18, 11
0.18, 12
0.18, 13
0.18, 14
0.18, 15
0.18, 16
0.18, 17
0.18, 18
0.18, 19
0.18, 20
0.18, 21
0.18, 22
0.18, 23
0.18, 24
0.18, 25
0.18, 26
0.18, 27
0.18, 28
0.18, 29
0.19, 10
0.19, 11
0.19, 12
0.19, 13
0.19, 14
0.19, 15
0.19, 16
0.19, 17
0.19, 18
0.19, 19
0.19, 20
0.19, 21
0.19, 22
0.19, 23
0.19, 24
0.19, 25
0.19, 26
0.19, 27
0.19, 28
0.19, 29
0.21, 10
0.21, 11
0.21, 12
0.21, 13
0.21, 14
0.21, 15
0.21, 16
0.21, 17
0.21, 18
0.21, 19
0.21, 20
0.21, 21
0.21, 22
0.21, 23
0.21, 24
0.21, 25
0.21, 26
0.21, 27
0.21, 28
0.21, 29
0.22, 10
0.22, 11
0.22, 12
0.22, 13
0.22, 14
0.22, 15
0.22, 16
0.22, 17
0.22, 18
0.22, 19
0.22, 20
0.22, 21
0.22, 22
0.22, 23
0.22, 24
0.22, 25
0.22, 26
0.22, 27
0.22, 28
0.22, 29
0.24, 10
0.24, 11
0.24, 12
0.24, 13
0.24, 14
0.24, 15
0.24, 16
0.24, 17
0.24, 18
0.24, 19
0.24, 20
0.24, 21
0.24, 22
0.24, 23
0.24, 24
0.24, 25
0.24, 26
0.24, 27
0.24, 28
0.24, 29
0.25, 10
0.25, 11
0.25, 12
0.25, 13
0.25, 14
0.25, 15
0.25, 16
0.25, 17
0.25, 18
0.25, 19
0.25, 20
0.25, 21
0.25, 22
0.25, 23
0.25, 24
0.25, 25
0.25, 26
0.25, 27
0.25, 28
0.25, 29
0.27, 10
0.27, 11
0.27, 12
0.27, 13
0.27, 14
0.27, 15
0.27, 16
0.27, 17
0.27, 18
0.27, 19
0.27, 20
0.27, 21
0.27, 22
0.27, 23
0.27, 24
0.27, 25
0.27, 26
0.27, 27
0.27, 28
0.27, 29
0.28, 10
0.28, 11
0.28, 12
0.28, 13
0.28, 14
0.28, 15
0.28, 16
0.28, 17
0.28, 18
0.28, 19
0.28, 20
0.28, 21
0.28, 22
0.28, 23
0.28, 24
0.28, 25
0.28, 26
0.28, 27
0.28, 28
0.28, 29
0.30, 10
0.30, 11
0.30, 12
0.30, 13
0.30, 14
0.30, 15
0.30, 16
0.30, 17
0.30, 18
0.30, 19
0.30, 20
0.30, 21
0.30, 22
0.30, 23
0.30, 24
0.30, 25
0.30, 26
0.30, 27
0.30, 28
0.30, 29
0.31, 10
0.31, 11
0.31, 12
0.31, 13
0.31, 14
0.31, 15
0.31, 16
0.31, 17
0.31, 18
0.31, 19
0.31, 20
0.31, 21
0.31, 22
0.31, 23
0.31, 24
0.31, 25
0.31, 26
0.31, 27
0.31, 28
0.31, 29
0.33, 10
0.33, 11
0.33, 12
0.33, 13
0.33, 14
0.33, 15
0.33, 16
0.33, 17
0.33, 18
0.33, 19
0.33, 20
0.33, 21
0.33, 22
0.33, 23
0.33, 24
0.33, 25
0.33, 26
0.33, 27
0.33, 28
0.33, 29
0.34, 10
0.34, 11
0.34, 12
0.34, 13
0.34, 14
0.34, 15
0.34, 16
0.34, 17
0.34, 18
0.34, 19
0.34, 20
0.34, 21
0.34, 22
0.34, 23
0.34, 24
0.34, 25
0.34, 26
0.34, 27
0.34, 28
0.34, 29
0.36, 10
0.36, 11
0.36, 12
0.36, 13
0.36, 14
0.36, 15
0.36, 16
0.36, 17
0.36, 18
0.36, 19
0.36, 20
0.36, 21
0.36, 22
0.36, 23
0.36, 24
0.36, 25
0.36, 26
0.36, 27
0.36, 28
0.36, 29
0.37, 10
0.37, 11
0.37, 12
0.37, 13
0.37, 14
0.37, 15
0.37, 16
0.37, 17
0.37, 18
0.37, 19
0.37, 20
0.37, 21
0.37, 22
0.37, 23
0.37, 24
0.37, 25
0.37, 26
0.37, 27
0.37, 28
0.37, 29
0.39, 10
0.39, 11
0.39, 12
0.39, 13
0.39, 14
0.39, 15
0.39, 16
0.39, 17
0.39, 18
0.39, 19
0.39, 20
0.39, 21
0.39, 22
0.39, 23
0.39, 24
0.39, 25
0.39, 26
0.39, 27
0.39, 28
0.39, 29
0.40, 10
0.40, 11
0.40, 12
0.40, 13
0.40, 14
0.40, 15
0.40, 16
0.40, 17
0.40, 18
0.40, 19
0.40, 20
0.40, 21
0.40, 22
0.40, 23
0.40, 24
0.40, 25
0.40, 26
0.40, 27
0.40, 28
0.40, 29
0.42, 10
0.42, 11
0.42, 12
0.42, 13
0.42, 14
0.42, 15
0.42, 16
0.42, 17
0.42, 18
0.42, 19
0.42, 20
0.42, 21
0.42, 22
0.42, 23
0.42, 24
0.42, 25
0.42, 26
0.42, 27
0.42, 28
0.42, 29
0.43, 10
0.43, 11
0.43, 12
0.43, 13
0.43, 14
0.43, 15
0.43, 16
0.43, 17
0.43, 18
0.43, 19
0.43, 20
0.43, 21
0.43, 22
0.43, 23
0.43, 24
0.43, 25
0.43, 26
0.43, 27
0.43, 28
0.43, 29
0.45, 10
0.45, 11
0.45, 12
0.45, 13
0.45, 14
0.45, 15
0.45, 16
0.45, 17
0.45, 18
0.45, 19
0.45, 20
0.45, 21
0.45, 22
0.45, 23
0.45, 24
0.45, 25
0.45, 26
0.45, 27
0.45, 28
0.45, 29
0.46, 10
0.46, 11
0.46, 12
0.46, 13
0.46, 14
0.46, 15
0.46, 16
0.46, 17
0.46, 18
0.46, 19
0.46, 20
0.46, 21
0.46, 22
0.46, 23
0.46, 24
0.46, 25
0.46, 26
0.46, 27
0.46, 28
0.46, 29
0.48, 10
0.48, 11
0.48, 12
0.48, 13
0.48, 14
0.48, 15
0.48, 16
0.48, 17
0.48, 18
0.48, 19
0.48, 20
0.48, 21
0.48, 22
0.48, 23
0.48, 24
0.48, 25
0.48, 26
0.48, 27
0.48, 28
0.48, 29
0.49, 10
0.49, 11
0.49, 12
0.49, 13
0.49, 14
0.49, 15
0.49, 16
0.49, 17
0.49, 18
0.49, 19
0.49, 20
0.49, 21
0.49, 22
0.49, 23
0.49, 24
0.49, 25
0.49, 26
0.49, 27
0.49, 28
0.49, 29
0.51, 10
0.51, 11
0.51, 12
0.51, 13
0.51, 14
0.51, 15
0.51, 16
0.51, 17
0.51, 18
0.51, 19
0.51, 20
0.51, 21
0.51, 22
0.51, 23
0.51, 24
0.51, 25
0.51, 26
0.51, 27
0.51, 28
0.51, 29
0.52, 10
0.52, 11
0.52, 12
0.52, 13
0.52, 14
0.52, 15
0.52, 16
0.52, 17
0.52, 18
0.52, 19
0.52, 20
0.52, 21
0.52, 22
0.52, 23
0.52, 24
0.52, 25
0.52, 26
0.52, 27
0.52, 28
0.52, 29
0.54, 10
0.54, 11
0.54, 12
0.54, 13
0.54, 14
0.54, 15
0.54, 16
0.54, 17
0.54, 18
0.54, 19
0.54, 20
0.54, 21
0.54, 22
0.54, 23
0.54, 24
0.54, 25
0.54, 26
0.54, 27
0.54, 28
0.54, 29
0.55, 10
0.55, 11
0.55, 12
0.55, 13
0.55, 14
0.55, 15
0.55, 16
0.55, 17
0.55, 18
0.55, 19
0.55, 20
0.55, 21
0.55, 22
0.55, 23
0.55, 24
0.55, 25
0.55, 26
0.55, 27
0.55, 28
0.55, 29
0.57, 10
0.57, 11
0.57, 12
0.57, 13
0.57, 14
0.57, 15
0.57, 16
0.57, 17
0.57, 18
0.57, 19
0.57, 20
0.57, 21
0.57, 22
0.57, 23
0.57, 24
0.57, 25
0.57, 26
0.57, 27
0.57, 28
0.57, 29
0.58, 10
0.58, 11
0.58, 12
0.58, 13
0.58, 14
0.58, 15
0.58, 16
0.58, 17
0.58, 18
0.58, 19
0.58, 20
0.58, 21
0.58, 22
0.58, 23
0.58, 24
0.58, 25
0.58, 26
0.58, 27
0.58, 28
0.58, 29
0.60, 10
0.60, 11
0.60, 12
0.60, 13
0.60, 14
0.60, 15
0.60, 16
0.60, 17
0.60, 18
0.60, 19
0.60, 20
0.60, 21
0.60, 22
0.60, 23
0.60, 24
0.60, 25
0.60, 26
0.60, 27
0.60, 28
0.60, 29
0.61, 10
0.61, 11
0.61, 12
0.61, 13
0.61, 14
0.61, 15
0.61, 16
0.61, 17
0.61, 18
0.61, 19
0.61, 20
0.61, 21
0.61, 22
0.61, 23
0.61, 24
0.61, 25
0.61, 26
0.61, 27
0.61, 28
0.61, 29
0.63, 10
0.63, 11
0.63, 12
0.63, 13
0.63, 14
0.63, 15
0.63, 16
0.63, 17
0.63, 18
0.63, 19
0.63, 20
0.63, 21
0.63, 22
0.63, 23
0.63, 24
0.63, 25
0.63, 26
0.63, 27
0.63, 28
0.63, 29
0.64, 10
0.64, 11
0.64, 12
0.64, 13
0.64, 14
0.64, 15
0.64, 16
0.64, 17
0.64, 18
0.64, 19
0.64, 20
0.64, 21
0.64, 22
0.64, 23
0.64, 24
0.64, 25
0.64, 26
0.64, 27
0.64, 28
0.64, 29
0.66, 10
0.66, 11
0.66, 12
0.66, 13
0.66, 14
0.66, 15
0.66, 16
0.66, 17
0.66, 18
0.66, 19
0.66, 20
0.66, 21
0.66, 22
0.66, 23
0.66, 24
0.66, 25
0.66, 26
0.66, 27
0.66, 28
0.66, 29
0.67, 10
0.67, 11
0.67, 12
0.67, 13
0.67, 14
0.67, 15
0.67, 16
0.67, 17
0.67, 18
0.67, 19
0.67, 20
0.67, 21
0.67, 22
0.67, 23
0.67, 24
0.67, 25
0.67, 26
0.67, 27
0.67, 28
0.67, 29
0.69, 10
0.69, 11
0.69, 12
0.69, 13
0.69, 14
0.69, 15
0.69, 16
0.69, 17
0.69, 18
0.69, 19
0.69, 20
0.69, 21
0.69, 22
0.69, 23
0.69, 24
0.69, 25
0.69, 26
0.69, 27
0.69, 28
0.69, 29
0.70, 10
0.70, 11
0.70, 12
0.70, 13
0.70, 14
0.70, 15
0.70, 16
0.70, 17
0.70, 18
0.70, 19
0.70, 20
0.70, 21
0.70, 22
0.70, 23
0.70, 24
0.70, 25
0.70, 26
0.70, 27
0.70, 28
0.70, 29
0.72, 10
0.72, 11
0.72, 12
0.72, 13
0.72, 14
0.72, 15
0.72, 16
0.72, 17
0.72, 18
0.72, 19
0.72, 20
0.72, 21
0.72, 22
0.72, 23
0.72, 24
0.72, 25
0.72, 26
0.72, 27
0.72, 28
0.72, 29
0.73, 10
0.73, 11
0.73, 12
0.73, 13
0.73, 14
0.73, 15
0.73, 16
0.73, 17
0.73, 18
0.73, 19
0.73, 20
0.73, 21
0.73, 22
0.73, 23
0.73, 24
0.73, 25
0.73, 26
0.73, 27
0.73, 28
0.73, 29
0.75, 10
0.75, 11
0.75, 12
0.75, 13
0.75, 14
0.75, 15
0.75, 16
0.75, 17
0.75, 18
0.75, 19
0.75, 20
0.75, 21
0.75, 22
0.75, 23
0.75, 24
0.75, 25
0.75, 26
0.75, 27
0.75, 28
0.75, 29
0.76, 10
0.76, 11
0.76, 12
0.76, 13
0.76, 14
0.76, 15
0.76, 16
0.76, 17
0.76, 18
0.76, 19
0.76, 20
0.76, 21
0.76, 22
0.76, 23
0.76, 24
0.76, 25
0.76, 26
0.76, 27
0.76, 28
0.76, 29
0.78, 10
0.78, 11
0.78, 12
0.78, 13
0.78, 14
0.78, 15
0.78, 16
0.78, 17
0.78, 18
0.78, 19
0.78, 20
0.78, 21
0.78, 22
0.78, 23
0.78, 24
0.78, 25
0.78, 26
0.78, 27
0.78, 28
0.78, 29
0.79, 10
0.79, 11
0.79, 12
0.79, 13
0.79, 14
0.79, 15
0.79, 16
0.79, 17
0.79, 18
0.79, 19
0.79, 20
0.79, 21
0.79, 22
0.79, 23
0.79, 24
0.79, 25
0.79, 26
0.79, 27
0.79, 28
0.79, 29
0.81, 10
0.81, 11
0.81, 12
0.81, 13
0.81, 14
0.81, 15
0.81, 16
0.81, 17
0.81, 18
0.81, 19
0.81, 20
0.81, 21
0.81, 22
0.81, 23
0.81, 24
0.81, 25
0.81, 26
0.81, 27
0.81, 28
0.81, 29
0.82, 10
0.82, 11
0.82, 12
0.82, 13
0.82, 14
0.82, 15
0.82, 16
0.82, 17
0.82, 18
0.82, 19
0.82, 20
0.82, 21
0.82, 22
0.82, 23
0.82, 24
0.82, 25
0.82, 26
0.82, 27
0.82, 28
0.82, 29
0.84, 10
