[[5.05068535e-01 8.69139905e-01 2.38240676e-01 2.27456879e-01
  1.23727705e-01 3.30232907e-01 4.28498550e-02 7.16530474e-01
  9.84901042e-01 9.09552927e-01 6.42507937e-01 9.50822396e-01
  8.47233477e-01 2.37374678e-01 9.79114505e-01 6.02429853e-01
  7.13943336e-01 8.88567754e-01 4.25497056e-01 7.95006557e-01
  3.69372692e-01 5.56518637e-01 7.21394956e-01 6.54135330e-01
  2.77379788e-02 3.36149848e-01 8.61580139e-01 2.80394084e-01
  4.00586272e-02 7.42312434e-01 2.65135752e-01 1.90593645e-01
  3.46252756e-01 2.79676344e-01 2.41690033e-01 1.36570267e-01
  8.89527195e-01 2.74578131e-01 8.88267754e-02 3.07771713e-01
  1.50643443e-01 9.77747563e-01 3.35466253e-01 2.70535147e-01
  9.19505545e-01 4.35996962e-01 4.22962886e-01 4.25124536e-01
  6.73589721e-01 6.42301585e-01 3.76312553e-01 1.08246839e-01
  6.98012255e-02 2.59535071e-01 3.70101356e-01 9.28211130e-01
  9.53095022e-01 2.03361098e-01 2.43520279e-01 3.26171229e-01
  8.54556002e-01 2.35810887e-01 5.90004105e-01 9.11188397e-01
  1.81195991e-01 5.44020420e-01 5.99966327e-01 8.54304209e-01
  2.48263425e-01 5.58398977e-01 1.51785895e-01 3.16878664e-02
  4.49398227e-01 7.60877189e-01 8.12317531e-01 2.21451455e-01
  4.56862830e-01 3.64766980e-01 8.57666083e-01 7.14414592e-01
  6.36497067e-01 9.28374685e-01 4.39824384e-01 3.83769210e-01]
 [6.59233567e-01 5.67820660e-01 4.37189797e-01 1.29309197e-01
  6.53845853e-01 6.29692356e-01 7.22277390e-01 8.81570104e-01
  6.15838241e-01 3.49193975e-01 6.04048433e-01 7.35770705e-02
  1.90473721e-01 5.08354538e-01 2.78352689e-01 4.87333551e-01
  5.97454308e-01 2.23535970e-01 6.41186478e-01 2.83294194e-01
  9.76005275e-01 9.07415391e-01 8.97319542e-02 1.98042519e-01
  6.41266556e-01 3.62444845e-01 5.23359845e-01 5.91381120e-01
  2.38214039e-01 3.99444987e-01 1.74432967e-01 8.86749305e-01
  9.73398970e-01 7.50991594e-01 3.59292840e-01 2.27719043e-01
  9.40766096e-01 5.83399164e-01 6.54871262e-01 9.25154291e-02
  5.77606849e-01 1.17784303e-01 4.71883892e-01 2.44680007e-01
  2.78382574e-01 4.07501664e-01 2.41468620e-01 7.41306940e-02
  2.36540292e-01 2.41191152e-01 8.67567005e-02 7.49409899e-01
  8.79057155e-01 5.90210963e-01 5.89119647e-01 5.53907280e-01
  8.10847761e-01 1.76021448e-01 5.52619903e-01 8.66017045e-01
  9.81430021e-01 4.99243594e-01 5.39497116e-01 1.02820614e-01
  3.53729520e-02 1.26446543e-01 5.21422604e-01 6.93043568e-01
  8.99945841e-01 3.35261906e-02 8.10370937e-01 9.58257387e-01
  1.55504622e-01 5.31447182e-01 3.60476091e-01 2.78602874e-01
  3.98755525e-01 8.73809776e-01 2.97727131e-01 6.30490782e-01
  2.13893719e-01 3.61294357e-01 3.02747277e-01 4.24175912e-01]
 [9.39644569e-01 7.83030955e-01 2.00512874e-02 8.38737447e-02
  3.84769071e-01 2.44240745e-01 8.73587490e-01 3.72866296e-02
  3.91911697e-01 5.82900889e-02 9.90456914e-01 3.76710525e-01
  2.71052485e-01 6.37397783e-01 2.62779546e-02 2.51567923e-01
  6.06933243e-01 6.28566136e-01 4.33802950e-02 1.20299728e-01
  9.30239457e-01 5.89595451e-01 4.78617924e-01 9.66367644e-01
  9.18125635e-01 6.43565602e-01 9.11044851e-01 4.75588936e-01
