red,blue,green,scaled_red,scaled_blue,scaled_green
6.0,7.0,1.0,0.08430201359958549,0.12369126515997557,0.01634921270788805
22.0,46.0,34.0,0.30910738319848013,0.8128283139084109,0.5558732320681937
75.0,-123.0,111.0,1.0537751699948186,-2.1734322306681424,1.8147626105755734
49.0,-121.0,106.0,0.6884664443966149,-2.1380918691938633,1.7330165470361332
38.0,-121.0,103.0,0.5339127527973747,-2.1380918691938633,1.6839689089124692
49.0,-117.0,110.0,0.6884664443966149,-2.067411146245306,1.7984133978676855
50.0,-124.0,104.0,0.7025167799965457,-2.1911024114052817,1.7003181216203571
52.0,-126.0,103.0,0.7306174511964075,-2.2264427728795604,1.6839689089124692
51.0,-122.0,107.0,0.7165671155964767,-2.1557620499310026,1.7493657597440213
41.0,-124.0,100.0,0.5760637595971675,-2.1911024114052817,1.634921270788805
57.0,-103.0,115.0,0.8008691291960621,-1.820028615925355,1.8801594614071258
55.0,-107.0,110.0,0.7727684579962003,-1.8907093388739122,1.7984133978676855
46.0,-119.0,98.0,0.6463154375968221,-2.1027515077195846,1.602222845373029
55.0,-118.0,105.0,0.7727684579962003,-2.0850813269824453,1.7166673343282453
56.0,-118.0,110.0,0.7868187935961313,-2.0850813269824453,1.7984133978676855
58.0,-117.0,114.0,0.8149194647959931,-2.067411146245306,1.8638102486992376
58.0,-125.0,105.0,0.8149194647959931,-2.208772592142421,1.7166673343282453
58.0,-125.0,105.0,0.8149194647959931,-2.208772592142421,1.7166673343282453
53.0,-128.0,103.0,0.7446677867963385,-2.261783134353839,1.6839689089124692
49.0,122.0,99.0,0.6884664443966149,2.1557620499310026,1.6185720580809169
48.0,122.0,100.0,0.6744161087966839,2.1557620499310026,1.634921270788805
53.0,-126.0,110.0,0.7446677867963385,-2.2264427728795604,1.7984133978676855
53.0,-125.0,111.0,0.7446677867963385,-2.208772592142421,1.8147626105755734
43.0,123.0,104.0,0.6041644307970293,2.1734322306681424,1.7003181216203571
54.0,-122.0,115.0,0.7587181223962693,-2.1557620499310026,1.8801594614071258
43.0,123.0,104.0,0.6041644307970293,2.1734322306681424,1.7003181216203571
35.0,115.0,96.0,0.491761745997582,2.0320707847710273,1.5695244199572527
58.0,-119.0,119.0,0.8149194647959931,-2.1027515077195846,1.9455563122386779
49.0,126.0,108.0,0.6884664443966149,2.2264427728795604,1.7657149724519094
52.0,-127.0,111.0,0.7306174511964075,-2.2441129536166997,1.8147626105755734
45.0,123.0,103.0,0.6322651019968911,2.1734322306681424,1.6839689089124692
54.0,-124.0,112.0,0.7587181223962693,-2.1911024114052817,1.8311118232834616
52.0,-126.0,110.0,0.7306174511964075,-2.2264427728795604,1.7984133978676855
52.0,-120.0,109.0,0.7306174511964075,-2.120421688456724,1.7820641851597974
52.0,-115.0,108.0,0.7306174511964075,-2.0320707847710273,1.7657149724519094
52.0,-113.0,108.0,0.7306174511964075,-1.9967304232967484,1.7657149724519094
52.0,-115.0,108.0,0.7306174511964075,-2.0320707847710273,1.7657149724519094
52.0,-118.0,109.0,0.7306174511964075,-2.0850813269824453,1.7820641851597974
50.0,-122.0,110.0,0.7025167799965457,-2.1557620499310026,1.7984133978676855
49.0,-120.0,111.0,0.6884664443966149,-2.120421688456724,1.8147626105755734
46.0,-121.0,107.0,0.6463154375968221,-2.1380918691938633,1.7493657597440213
46.0,-123.0,103.0,0.6463154375968221,-2.1734322306681424,1.6839689089124692
63.0,-114.0,112.0,0.8851711427956477,-2.014400604033888,1.8311118232834616
66.0,121.0,98.0,0.9273221495954403,2.1380918691938633,1.602222845373029
0.0,14.0,2.0,0.0,0.24738253031995114,0.0326984254157761
15.0,7.0,3.0,0.21075503399896373,0.12369126515997557,0.049047638123664146
55.0,18.0,20.0,0.7727684579962003,0.3180632532685086,0.326984254157761
88.0,36.0,40.0,1.2364295327939205,0.6361265065370172,0.653968508315522
96.0,25.0,31.0,1.3488322175933678,0.4417545184284842,0.5068255939445295
96.0,25.0,31.0,1.3488322175933678,0.4417545184284842,0.5068255939445295
98.0,25.0,31.0,1.3769328887932297,0.4417545184284842,0.5068255939445295
100.0,25.0,29.0,1.4050335599930914,0.4417545184284842,0.4741271685287534
103.0,25.0,28.0,1.4471845667928842,0.4417545184284842,0.4577779558208654
105.0,25.0,27.0,1.4752852379927461,0.4417545184284842,0.44142874311297736
103.0,25.0,28.0,1.4471845667928842,0.4417545184284842,0.4577779558208654
100.0,25.0,29.0,1.4050335599930914,0.4417545184284842,0.4741271685287534
95.0,24.0,30.0,1.334781881993437,0.4240843376913448,0.4904763812366415
97.0,26.0,32.0,1.3628825531932987,0.45942469916562356,0.5231748066524176
98.0,24.0,29.0,1.3769328887932297,0.4240843376913448,0.4741271685287534
99.0,21.0,24.0,1.3909832243931606,0.3710737954799267,0.39238110498931317
103.0,25.0,25.0,1.4471845667928842,0.4417545184284842,0.40873031769720125
105.0,30.0,31.0,1.4752852379927461,0.530105422114181,0.5068255939445295
99.0,28.0,31.0,1.3909832243931606,0.4947650606399023,0.5068255939445295
89.0,23.0,28.0,1.2504798683938514,0.40641415695420546,0.4577779558208654
92.0,28.0,28.0,1.2926308751936442,0.4947650606399023,0.4577779558208654
92.0,26.0,28.0,1.2926308751936442,0.45942469916562356,0.4577779558208654
92.0,24.0,29.0,1.2926308751936442,0.4240843376913448,0.4741271685287534
93.0,22.0,28.0,1.306681210793575,0.3887439762170661,0.4577779558208654
96.0,23.0,29.0,1.3488322175933678,0.40641415695420546,0.4741271685287534
97.0,23.0,28.0,1.3628825531932987,0.40641415695420546,0.4577779558208654
98.0,25.0,27.0,1.3769328887932297,0.4417545184284842,0.44142874311297736
100.0,23.0,26.0,1.4050335599930914,0.40641415695420546,0.4250795304050893
104.0,25.0,31.0,1.461234902392815,0.4417545184284842,0.5068255939445295
95.0,11.0,23.0,1.334781881993437,0.19437198810853304,0.37603189228142514
98.0,11.0,30.0,1.3769328887932297,0.19437198810853304,0.4904763812366415
104.0,16.0,38.0,1.461234902392815,0.2827228917942299,0.6212700828997458
101.0,16.0,36.0,1.4190838955930223,0.2827228917942299,0.5885716574839698
98.0,16.0,32.0,1.3769328887932297,0.2827228917942299,0.5231748066524176
96.0,22.0,32.0,1.3488322175933678,0.3887439762170661,0.5231748066524176
91.0,20.0,26.0,1.2785805395937133,0.35340361474278736,0.4250795304050893
103.0,23.0,28.0,1.4471845667928842,0.40641415695420546,0.4577779558208654
101.0,24.0,27.0,1.4190838955930223,0.4240843376913448,0.44142874311297736
101.0,26.0,27.0,1.4190838955930223,0.45942469916562356,0.44142874311297736
103.0,25.0,25.0,1.4471845667928842,0.4417545184284842,0.40873031769720125
107.0,23.0,23.0,1.5033859091926078,0.40641415695420546,0.37603189228142514
111.0,22.0,23.0,1.5595872515923315,0.3887439762170661,0.37603189228142514
105.0,26.0,25.0,1.4752852379927461,0.45942469916562356,0.40873031769720125
92.0,34.0,32.0,1.2926308751936442,0.6007861450627385,0.5231748066524176
64.0,32.0,28.0,0.8992214783955785,0.5654457835884598,0.4577779558208654
26.0,15.0,9.0,0.36530872559820377,0.2650527110570905,0.14714291437099244
11.0,17.0,12.0,0.15455369159924007,0.30039307253136927,0.19619055249465658
53.0,83.0,71.0,0.7446677867963385,1.4666250011825674,1.1607941022600514
-116.0,-52.0,-74.0,-1.6298389295919862,-0.9188493983312471,-1.2098417403837156
-124.0,-32.0,-60.0,-1.7422416143914334,-0.5654457835884598,-0.980952762473283
124.0,-29.0,-61.0,1.7422416143914334,-0.5124352413770417,-0.997301975181171
-125.0,-27.0,-59.0,-1.7562919499913643,-0.47709487990276295,-0.9646035497653949
-123.0,-34.0,-62.0,-1.7281912787915026,-0.6007861450627385,-1.013651187889059
-118.0,-32.0,-58.0,-1.6579396007918479,-0.5654457835884598,-0.9482543370575068
123.0,-41.0,-69.0,1.7281912787915026,-0.7244774102227141,-1.1280956768442754
122.0,-32.0,-65.0,1.7141409431915715,-0.5654457835884598,-1.0626988260127233
-122.0,-14.0,-53.0,-1.7141409431915715,-0.24738253031995114,-0.8665082735180666
-126.0,-21.0,-61.0,-1.7703422855912954,-0.3710737954799267,-0.997301975181171
125.0,-32.0,-69.0,1.7562919499913643,-0.5654457835884598,-1.1280956768442754
-121.0,-27.0,-61.0,-1.7000906075916407,-0.47709487990276295,-0.997301975181171
-126.0,-33.0,-61.0,-1.7703422855912954,-0.5831159643255991,-0.997301975181171
-126.0,-35.0,-58.0,-1.7703422855912954,-0.6184563257998779,-0.9482543370575068
-125.0,-33.0,-59.0,-1.7562919499913643,-0.5831159643255991,-0.9646035497653949
122.0,-42.0,-68.0,1.7141409431915715,-0.7421475909598534,-1.1117464641363874
119.0,-47.0,-71.0,1.671989936391779,-0.8304984946455503,-1.1607941022600514
125.0,-42.0,-67.0,1.7562919499913643,-0.7421475909598534,-1.0953972514284993
-127.0,-39.0,-61.0,-1.7843926211912262,-0.6891370487484353,-0.997301975181171
-125.0,-37.0,-59.0,-1.7562919499913643,-0.6537966872741566,-0.9646035497653949
-127.0,-37.0,-61.0,-1.7843926211912262,-0.6537966872741566,-0.997301975181171
121.0,-44.0,-67.0,1.7000906075916407,-0.7774879524341322,-1.0953972514284993
118.0,-47.0,-70.0,1.6579396007918479,-0.8304984946455503,-1.1444448895521635
-128.0,-37.0,-60.0,-1.798442956791157,-0.6537966872741566,-0.980952762473283
-128.0,-37.0,-60.0,-1.798442956791157,-0.6537966872741566,-0.980952762473283
-122.0,-32.0,-56.0,-1.7141409431915715,-0.5654457835884598,-0.9155559116417308
115.0,-50.0,-73.0,1.615788593992055,-0.8835090368569684,-1.1934925276758277
124.0,-39.0,-65.0,1.7422416143914334,-0.6891370487484353,-1.0626988260127233
125.0,-37.0,-64.0,1.7562919499913643,-0.6537966872741566,-1.0463496133048351
-123.0,-29.0,-56.0,-1.7281912787915026,-0.5124352413770417,-0.9155559116417308
123.0,-42.0,-62.0,1.7281912787915026,-0.7421475909598534,-1.013651187889059
123.0,-37.0,-63.0,1.7281912787915026,-0.6537966872741566,-1.0300004005969472
125.0,-31.0,-65.0,1.7562919499913643,-0.5477756028513204,-1.0626988260127233
125.0,-30.0,-65.0,1.7562919499913643,-0.530105422114181,-1.0626988260127233
125.0,-31.0,-65.0,1.7562919499913643,-0.5477756028513204,-1.0626988260127233
125.0,-37.0,-64.0,1.7562919499913643,-0.6537966872741566,-1.0463496133048351
125.0,-40.0,-63.0,1.7562919499913643,-0.7068072294855747,-1.0300004005969472
123.0,-38.0,-63.0,1.7281912787915026,-0.671466868011296,-1.0300004005969472
119.0,-41.0,-67.0,1.671989936391779,-0.7244774102227141,-1.0953972514284993
117.0,-44.0,-74.0,1.643889265191917,-0.7774879524341322,-1.2098417403837156
-127.0,-44.0,-71.0,-1.7843926211912262,-0.7774879524341322,-1.1607941022600514
111.0,-87.0,-109.0,1.5595872515923315,-1.537305724131125,-1.7820641851597974
8.0,33.0,22.0,0.11240268479944732,0.5831159643255991,0.3596826795735371
24.0,14.0,12.0,0.33720805439834195,0.24738253031995114,0.19619055249465658
80.0,43.0,45.0,1.1240268479944733,0.7598177716969928,0.7357145718549623
-121.0,82.0,86.0,-1.7000906075916407,1.4489548204454281,1.4060322928783722
-91.0,83.0,84.0,-1.2785805395937133,1.4666250011825674,1.3733338674625961
-91.0,83.0,84.0,-1.2785805395937133,1.4666250011825674,1.3733338674625961
-89.0,81.0,83.0,-1.2504798683938514,1.4312846397082888,1.3569846547547082
-86.0,81.0,82.0,-1.2083288615940586,1.4312846397082888,1.34063544204682
-84.0,81.0,80.0,-1.180228190394197,1.4312846397082888,1.307937016631044
-82.0,81.0,80.0,-1.152127519194335,1.4312846397082888,1.307937016631044
-84.0,81.0,80.0,-1.180228190394197,1.4312846397082888,1.307937016631044
-88.0,81.0,82.0,-1.2364295327939205,1.4312846397082888,1.34063544204682
-94.0,78.0,81.0,-1.320731546393506,1.3782740974968706,1.324286229338932
-92.0,80.0,83.0,-1.2926308751936442,1.4136144589711495,1.3569846547547082
-90.0,79.0,80.0,-1.2645302039937822,1.3959442782340101,1.307937016631044
-90.0,76.0,76.0,-1.2645302039937822,1.342933736022592,1.2425401657994917
-88.0,77.0,76.0,-1.2364295327939205,1.3606039167597312,1.2425401657994917
-86.0,82.0,80.0,-1.2083288615940586,1.4489548204454281,1.307937016631044
-93.0,81.0,82.0,-1.306681210793575,1.4312846397082888,1.34063544204682
-101.0,77.0,80.0,-1.4190838955930223,1.3606039167597312,1.307937016631044
-95.0,81.0,79.0,-1.334781881993437,1.4312846397082888,1.2915878039231559
-95.0,79.0,80.0,-1.334781881993437,1.3959442782340101,1.307937016631044
-95.0,77.0,80.0,-1.334781881993437,1.3606039167597312,1.307937016631044
-93.0,76.0,80.0,-1.306681210793575,1.342933736022592,1.307937016631044
-91.0,77.0,80.0,-1.2785805395937133,1.3606039167597312,1.307937016631044
-89.0,78.0,79.0,-1.2504798683938514,1.3782740974968706,1.2915878039231559
-88.0,80.0,78.0,-1.2364295327939205,1.4136144589711495,1.275238591215268
-87.0,78.0,77.0,-1.2223791971939897,1.3782740974968706,1.2588893785073798
-82.0,80.0,80.0,-1.152127519194335,1.4136144589711495,1.307937016631044
-89.0,67.0,74.0,-1.2504798683938514,1.1839021093883377,1.2098417403837156
-88.0,67.0,78.0,-1.2364295327939205,1.1839021093883377,1.275238591215268
-83.0,70.0,84.0,-1.1661778547942658,1.2369126515997557,1.3733338674625961
-87.0,67.0,81.0,-1.2223791971939897,1.1839021093883377,1.324286229338932
-88.0,71.0,79.0,-1.2364295327939205,1.254582832336895,1.2915878039231559
-87.0,78.0,79.0,-1.2223791971939897,1.3782740974968706,1.2915878039231559
-89.0,79.0,77.0,-1.2504798683938514,1.3959442782340101,1.2588893785073798
-84.0,81.0,82.0,-1.180228190394197,1.4312846397082888,1.34063544204682
-86.0,81.0,82.0,-1.2083288615940586,1.4312846397082888,1.34063544204682
-89.0,82.0,81.0,-1.2504798683938514,1.4489548204454281,1.324286229338932
-86.0,82.0,80.0,-1.2083288615940586,1.4489548204454281,1.307937016631044
-82.0,80.0,78.0,-1.152127519194335,1.4136144589711495,1.275238591215268
-80.0,79.0,78.0,-1.1240268479944733,1.3959442782340101,1.275238591215268
-85.0,83.0,81.0,-1.1942785259941278,1.4666250011825674,1.324286229338932
-98.0,91.0,87.0,-1.3769328887932297,1.6079864470796825,1.4223815055862603
106.0,66.0,61.0,1.489335573592677,1.1662319286511982,0.997301975181171
32.0,15.0,9.0,0.44961073919778927,0.2650527110570905,0.14714291437099244
0.0,7.0,2.0,0.0,0.12369126515997557,0.0326984254157761
40.0,78.0,67.0,0.5620134239972366,1.3782740974968706,1.0953972514284993
-123.0,-50.0,-71.0,-1.7281912787915026,-0.8835090368569684,-1.1607941022600514
-128.0,-29.0,-57.0,-1.798442956791157,-0.5124352413770417,-0.9319051243496188
114.0,-31.0,-61.0,1.6017382583921242,-0.5477756028513204,-0.997301975181171
116.0,-31.0,-61.0,1.6298389295919862,-0.5477756028513204,-0.997301975181171
120.0,-35.0,-62.0,1.6860402719917098,-0.6184563257998779,-1.013651187889059
127.0,-28.0,-55.0,1.7843926211912262,-0.4947650606399023,-0.8992066989338428
125.0,-24.0,-54.0,1.7562919499913643,-0.4240843376913448,-0.8828574862259547
122.0,-17.0,-51.0,1.7141409431915715,-0.30039307253136927,-0.8338098481022905
118.0,-17.0,-54.0,1.6579396007918479,-0.30039307253136927,-0.8828574862259547
105.0,-31.0,-69.0,1.4752852379927461,-0.5477756028513204,-1.1280956768442754
110.0,-30.0,-68.0,1.5455369159924006,-0.530105422114181,-1.1117464641363874
119.0,-27.0,-58.0,1.671989936391779,-0.47709487990276295,-0.9482543370575068
114.0,-34.0,-61.0,1.6017382583921242,-0.6007861450627385,-0.997301975181171
113.0,-35.0,-59.0,1.5876879227921934,-0.6184563257998779,-0.9646035497653949
123.0,-19.0,-46.0,1.7281912787915026,-0.335733434005648,-0.7520637845628503
112.0,-31.0,-58.0,1.5736375871922625,-0.5477756028513204,-0.9482543370575068
112.0,-34.0,-60.0,1.5736375871922625,-0.6007861450627385,-0.980952762473283
