id,fare_amount
0,9.336000000000002
1,8.779000000000005
2,5.7059999999999995
3,9.184999999999997
4,13.846000000000004
5,8.334000000000001
6,5.5409999999999995
7,54.909899999999986
8,11.993999999999994
9,6.814000000000002
10,9.061
11,15.1712
12,4.949000000000001
13,7.670999999999999
14,8.672999999999998
15,11.764000000000001
16,4.859999999999999
17,9.395999999999999
18,5.133999999999999
19,6.6370000000000005
20,8.1199
21,7.896999999999999
22,7.383000000000001
23,9.985
24,15.975000000000001
25,6.015
26,25.53699999999998
27,21.596999999999994
28,6.645999999999997
29,12.110000000000005
30,9.716999999999999
31,5.345
32,5.450999999999999
33,9.642400000000002
34,8.563999999999998
35,6.524000000000001
36,5.881000000000003
37,5.359000000000001
38,8.259
39,4.979
40,17.679
41,8.479000000000003
42,17.50700000000001
43,9.723000000000004
44,5.683
45,10.891000000000002
46,5.831000000000002
47,6.747999999999998
48,5.753999999999999
49,6.493999999999999
50,10.428000000000003
51,12.896
52,17.900700000000004
53,5.847999999999997
54,8.075000000000001
55,12.504000000000005
56,10.155999999999999
57,10.83
58,11.378
59,11.732000000000001
60,7.670999999999997
61,9.155
62,5.604000000000002
63,5.337000000000001
64,6.651999999999999
65,6.393000000000004
66,9.213000000000001
67,5.755
68,4.925999999999998
69,14.983999999999998
70,5.869999999999999
71,6.471000000000003
72,9.548
73,6.403000000000002
74,9.693
75,12.894999999999996
76,44.003099999999996
77,5.024000000000002
78,5.661999999999997
79,4.696999999999999
80,6.6910000000000025
81,5.235999999999999
82,7.349
83,9.290999999999999
84,17.236
85,4.966999999999996
86,7.027900000000001
87,6.354000000000001
88,13.081999999999995
89,8.817000000000002
90,9.623000000000001
91,8.794999999999996
92,6.074000000000002
93,6.689000000000001
94,12.688999999999997
95,13.526000000000002
96,11.833000000000002
97,11.959999999999997
98,8.652000000000001
99,11.426999999999996
100,11.805
101,9.595999999999998
102,48.316800000000015
103,7.209
104,4.7780000000000005
105,6.083000000000003
106,10.368999999999998
107,9.269000000000002
108,10.16
109,36.31929999999999
110,24.672000000000004
111,17.653000000000002
112,9.822999999999997
113,12.003999999999998
114,6.164999999999999
115,5.695999999999999
116,22.682999999999993
117,7.966999999999997
118,7.3969999999999985
119,10.805000000000001
120,10.889999999999993
121,7.641999999999999
122,9.126999999999997
123,6.519999999999998
124,6.6469999999999985
125,6.065
126,8.234
127,10.727
128,6.756
129,17.50800000000001
130,5.294000000000003
131,4.529
132,6.095000000000003
133,6.017000000000003
134,6.843000000000001
135,5.942
136,10.238999999999999
137,8.744999999999997
138,18.636
139,7.904
140,5.065
141,8.886999999999999
142,7.182
143,5.022999999999999
144,7.6979999999999995
145,7.7090000000000005
146,11.723999999999997
147,9.589000000000002
148,7.609000000000001
149,6.625999999999998
150,9.268000000000006
151,8.606
152,8.02
153,5.44
154,11.402000000000005
155,7.265000000000003
156,8.303999999999998
157,19.865999999999993
158,11.058299999999997
159,7.311000000000002
160,11.461000000000011
161,7.305999999999999
162,34.09339999999997
163,18.747999999999994
164,5.388000000000004
165,8.184
166,5.341999999999997
167,22.3556
168,5.778999999999999
169,8.057699999999999
170,8.762999999999996
171,8.485000000000001
172,20.455999999999996
173,9.226200000000002
174,6.821999999999999
175,9.584999999999996
176,7.01
177,7.013000000000001
178,23.422899999999995
179,7.815999999999995
180,19.157
181,7.31
182,14.916999999999994
183,8.601000000000003
184,9.169
185,7.981999999999997
186,7.1549999999999985
187,10.065999999999995
188,50.75640000000004
189,8.517999999999999
190,8.9033
191,7.988000000000002
192,5.778000000000004
193,5.078000000000002
194,6.589999999999999
195,10.109000000000004
196,7.430999999999999
197,11.333000000000004
198,6.452000000000001
199,9.131999999999998
200,8.772000000000002
201,9.228299999999997
202,5.071
203,8.588999999999995
204,6.311000000000002
205,5.587999999999999
206,9.443000000000001
207,9.282000000000002
208,8.930000000000001
209,20.241999999999997
210,5.597999999999998
211,13.757300000000004
212,13.105
213,7.388000000000001
214,13.280699999999998
215,6.308999999999998
216,11.551999999999998
217,14.708999999999985
218,14.165999999999997
219,5.584999999999996
220,13.154000000000002
221,7.275
222,11.765000000000004
223,30.987099999999995
224,11.388000000000009
225,8.565999999999995
226,7.492000000000002
227,8.005999999999995
228,6.543999999999999
229,7.367999999999996
230,7.080999999999998
231,8.566000000000004
232,8.414000000000005
233,21.267000000000003
234,12.34
235,6.582000000000001
236,7.092999999999996
237,10.247999999999998
238,12.890000000000004
239,12.496000000000004
240,11.845999999999998
241,8.908999999999997
242,6.305999999999998
243,8.258999999999999
244,9.768999999999995
245,13.162
246,9.152
247,32.09660000000001
248,48.376999999999995
249,7.819000000000001
250,10.474999999999998
251,27.46849999999999
252,20.988999999999997
253,11.369999999999996
254,18.301
255,15.792000000000005
256,9.268999999999998
257,15.278999999999996
258,8.735000000000003
259,20.396099999999993
260,59.52670000000002
261,15.963000000000001
262,28.233800000000016
263,18.075
264,16.633000000000003
265,7.921999999999998
266,19.395000000000003
267,21.699600000000004
268,51.45920000000002
269,8.740000000000004
270,5.441999999999998
271,5.885999999999999
272,9.012999999999996
273,9.857000000000001
274,11.227000000000002
275,6.345
276,7.1510000000000025
277,15.983999999999991
278,6.310999999999999
279,20.49469999999998
280,10.897600000000002
281,20.957000000000004
282,5.7419999999999956
283,22.724000000000004
284,11.686000000000002
285,12.417999999999997
286,8.725999999999997
287,8.842999999999998
288,7.192999999999999
289,4.939000000000001
290,13.9499
291,8.838
292,7.710999999999996
293,7.261999999999996
294,10.214000000000004
295,4.693000000000001
296,6.951000000000002
297,5.434000000000002
298,31.211700000000004
299,5.9449999999999985
300,9.255299999999998
301,50.573700000000024
302,10.185000000000002
303,37.710999999999984
304,8.425999999999998
305,7.417700000000001
306,9.229000000000006
307,12.171999999999999
308,6.933
309,7.346999999999997
310,5.721
311,7.1629999999999985
312,10.243000000000004
313,5.361000000000001
314,8.379000000000001
315,6.579
316,7.189999999999999
317,12.27
318,5.014
319,13.556000000000001
320,6.358
321,6.19
322,6.182999999999997
323,7.6460000000000035
324,9.776
325,9.802
326,8.326999999999998
327,10.589999999999998
328,5.127999999999998
329,67.75750000000005
330,10.927
331,33.5971
332,6.894999999999999
333,8.123899999999999
334,6.444000000000001
335,6.443000000000001
336,17.119799999999998
337,5.474999999999999
338,32.56599999999999
339,6.7849999999999975
340,7.763
341,25.251699999999982
342,11.793000000000001
343,8.004000000000001
344,11.541999999999994
345,5.448
346,6.1030000000000015
347,6.161000000000004
348,4.971000000000001
349,10.897999999999994
350,10.318
351,33.671999999999954
352,24.5602
353,12.680000000000001
354,6.370000000000001
355,8.882000000000001
356,34.20149999999998
357,4.964000000000001
358,16.71200000000001
359,18.796999999999997
360,6.629999999999999
361,5.811
362,9.011999999999999
363,5.8839999999999995
364,10.157
365,14.117000000000003
366,5.441
367,10.563999999999998
368,9.674000000000001
369,13.582
370,12.612000000000002
371,7.444699999999998
372,12.387000000000002
373,7.676
374,5.3309999999999995
375,5.940999999999997
376,11.109000000000002
377,6.7349999999999985
378,6.198999999999999
379,7.744999999999999
380,7.380999999999997
381,8.541000000000002
382,6.968000000000001
383,7.850000000000002
384,7.030000000000001
385,8.077000000000002
386,5.505999999999999
387,8.525
388,18.7793
389,6.779999999999997
390,7.458000000000002
391,10.502
392,7.3610000000000015
393,8.695000000000002
394,10.45539999999999
395,9.219300000000002
396,15.864100000000002
397,6.102999999999998
398,16.444000000000006
399,9.254000000000001
400,4.8759999999999994
401,5.396000000000002
402,7.865999999999998
403,33.1581
404,7.268
405,8.121999999999998
406,5.537000000000002
